	
Pascals(in/Hg),Altitude(ft),Temperature(*C),Time(s)
28.15,1736.14,21.06,17
28.17,1739.42,21.12,18
28.15,1757.05,21.19,19
28.14,1771.61,21.19,19
28.13,1777.14,21.12,20
28.12,1783.70,21.00,21
28.12,1783.70,20.81,22
28.12,1777.14,20.69,23
28.13,1774.27,20.56,24
28.13,1774.68,20.44,24
28.13,1776.94,20.31,25
28.13,1779.19,20.25,26
28.12,1783.09,20.12,27
28.12,1781.45,20.06,28
28.13,1775.50,20.00,28
28.13,1775.09,19.94,29
28.13,1774.68,19.88,30
28.12,1782.27,19.81,31
28.12,1788.62,19.75,32
28.11,1790.88,19.75,33
28.11,1789.85,19.69,33
28.11,1799.08,19.62,34
28.10,1810.15,19.56,35
28.09,1813.63,19.56,36
28.09,1812.61,19.50,37
28.09,1811.58,19.50,38
28.09,1815.89,19.50,38
28.08,1824.29,19.38,39
28.08,1825.52,19.38,40
28.08,1820.81,19.31,41
28.08,1817.53,19.25,42
28.09,1813.84,19.25,43
28.09,1811.79,19.19,43
28.09,1810.76,19.19,44
28.09,1812.61,19.12,45
28.09,1812.20,19.06,46
28.09,1810.76,19.06,47
28.09,1809.12,19.06,48
28.09,1805.84,19.00,48
28.11,1774.89,19.06,49
28.14,1763.61,19.25,50
28.14,1770.58,19.31,51
28.13,1767.92,19.25,52
28.14,1762.79,19.19,52
28.15,1753.77,19.12,53
28.16,1744.96,19.12,54
28.16,1737.38,19.06,55
28.17,1735.32,19.00,56
28.17,1729.38,19.00,57
28.18,1717.28,19.06,57
28.19,1705.60,19.00,58
28.21,1691.25,19.00,59
28.22,1686.53,19.00,60
28.22,1691.25,19.00,61
28.22,1681.20,19.06,62
28.22,1683.05,19.06,62
28.21,1697.81,19.06,63
28.20,1709.08,19.00,64
28.19,1716.26,19.00,65
28.19,1723.43,19.00,66
28.17,1732.04,19.06,67
28.17,1736.76,19.06,67
28.16,1742.50,19.06,68
28.16,1747.83,19.06,69
28.16,1748.03,19.06,70
28.15,1751.31,19.06,71
28.15,1759.72,19.06,72
28.14,1757.67,19.00,72
28.14,1766.28,19.00,73
28.13,1772.84,19.00,74
28.13,1769.76,18.94,75
28.13,1772.63,19.00,76
28.13,1773.86,18.94,76
28.13,1770.99,18.94,77
28.13,1773.45,18.94,78
28.13,1773.45,18.94,79
28.14,1769.56,19.06,80
28.13,1775.09,19.19,81
28.13,1784.11,19.31,81
28.11,1801.33,19.44,82
28.10,1796.21,19.56,83
28.11,1798.05,19.56,84
28.11,1795.80,19.44,85
28.11,1788.83,19.38,86
28.12,1777.35,19.38,86
28.13,1774.48,19.31,87
28.14,1758.28,19.31,88
28.15,1744.55,19.25,89
28.17,1729.58,19.25,90
28.19,1705.19,19.19,91
28.20,1700.47,19.19,91
28.20,1700.88,19.19,92
28.21,1696.58,19.19,93
28.21,1696.78,19.19,94
28.21,1693.30,19.19,95
28.22,1683.05,19.25,96
28.22,1698.01,19.25,96
28.20,1709.49,19.25,97
28.19,1723.84,19.19,98
28.18,1732.04,19.19,99
28.17,1735.32,19.19,100
28.17,1743.32,19.19,100
28.15,1757.88,19.19,101
28.14,1770.79,19.19,102
28.13,1778.78,19.19,103
28.12,1784.32,19.12,104
28.12,1787.19,19.12,105
28.12,1784.11,19.12,105
28.12,1787.60,19.12,106
28.11,1790.88,19.06,107
28.12,1785.14,19.06,108
28.12,1791.29,19.06,109
28.11,1796.21,19.00,110
28.10,1802.97,19.00,110
28.10,1807.07,19.00,111
28.10,1804.82,19.00,112
28.10,1809.74,19.00,113
28.08,1829.62,18.94,114
28.06,1841.72,18.94,115
28.06,1842.95,19.00,115
28.08,1807.89,19.06,116
28.09,1813.43,19.25,117
28.08,1820.60,19.31,118
28.08,1818.35,19.31,119
28.08,1822.04,19.38,119
28.08,1820.40,19.44,120
28.08,1825.32,19.44,121
28.07,1822.45,19.50,122
28.08,1818.55,19.44,123
28.08,1805.23,19.38,124
28.11,1783.50,19.31,124
28.12,1772.22,19.25,125
28.14,1762.18,19.31,126
28.14,1758.69,19.25,127
28.15,1759.10,19.25,128
28.15,1750.90,19.25,129
28.15,1745.78,19.25,129
28.16,1742.29,19.31,130
28.16,1735.94,19.25,131
28.17,1735.32,19.25,132
28.16,1749.88,19.25,133
28.15,1756.23,19.19,134
28.15,1762.38,19.19,134
28.14,1769.35,19.19,135
28.13,1773.04,19.19,136
28.13,1772.22,19.19,137
28.14,1767.51,19.19,138
28.13,1781.04,19.19,139
28.11,1795.80,19.19,139
28.10,1801.54,19.25,140
28.10,1801.33,19.19,141
28.10,1798.46,19.19,142
28.10,1804.00,19.19,143
28.09,1816.50,19.19,143
28.08,1830.65,19.12,144
28.07,1835.16,19.12,145
28.07,1823.27,19.12,146
28.08,1819.78,19.12,147
28.08,1824.29,19.12,148
28.08,1818.35,19.12,148
28.08,1816.09,19.12,149
28.10,1793.54,19.19,150
28.10,1810.15,19.50,151
28.08,1803.18,19.69,152
28.09,1815.89,19.81,153
28.09,1820.60,19.94,153
28.08,1809.74,19.94,154
28.10,1791.49,20.00,155
28.12,1782.88,20.06,156
28.12,1780.22,20.12,157
28.13,1772.63,20.19,158
28.13,1775.50,20.06,158
28.13,1772.22,19.94,159
28.13,1771.20,19.88,160
28.13,1769.97,19.81,161
28.14,1768.33,19.75,162
28.14,1764.02,19.69,163
28.14,1765.87,19.62,163
28.14,1767.92,19.56,164
28.14,1767.92,19.50,165
28.14,1767.51,19.50,166
28.13,1775.50,19.50,167
28.12,1783.09,19.50,167
28.12,1788.62,19.44,168
28.11,1796.62,19.38,169
28.10,1799.28,19.38,170
28.11,1797.23,19.38,171
28.10,1804.41,19.38,172
28.09,1811.17,19.38,172
28.09,1817.53,19.38,173
28.08,1820.40,19.38,174
28.08,1823.88,19.31,175
28.08,1825.32,19.25,176
28.08,1823.06,19.19,177
28.08,1824.70,19.19,177
28.07,1826.96,19.19,178
28.07,1829.21,19.12,179
28.07,1822.24,19.12,180
28.09,1813.02,19.12,181
28.09,1806.46,19.06,182
28.10,1799.28,19.06,182
28.10,1799.69,19.00,183
28.11,1796.62,19.00,184
28.11,1790.47,19.00,185
28.12,1780.63,19.00,186
28.12,1772.63,19.06,187
28.13,1774.48,19.12,187
28.13,1766.07,19.25,188
28.16,1736.96,19.25,189
28.16,1737.38,19.44,190
28.18,1727.94,19.50,191
28.17,1728.35,19.62,192
28.17,1731.02,19.75,192
28.18,1733.89,19.81,193
28.17,1735.73,19.75,194
28.17,1734.30,19.62,195
28.18,1722.20,19.62,196
28.19,1713.18,19.56,197
28.20,1708.06,19.50,197
28.20,1701.70,19.50,198
28.20,1705.60,19.44,199
28.20,1710.11,19.38,200
28.19,1717.28,19.44,201
28.18,1724.05,19.44,201
28.18,1722.20,19.44,202
28.18,1724.25,19.44,203
28.18,1727.12,19.44,204
28.18,1728.35,19.38,205
28.17,1736.35,19.38,206
28.17,1732.45,19.38,206
28.18,1725.89,19.31,207
28.18,1716.88,19.31,208
28.19,1710.11,19.31,209
28.20,1709.08,19.31,210
28.20,1703.14,19.31,211
28.21,1688.38,19.44,211
28.22,1685.30,19.56,212
28.23,1674.44,19.81,213
28.22,1673.21,19.94,214
28.23,1673.62,20.06,215
28.23,1678.13,20.12,216
28.24,1667.26,20.25,216
28.24,1650.25,20.38,217
28.25,1652.71,20.44,218
28.26,1645.53,20.56,219
28.27,1633.64,20.75,220
28.27,1637.54,20.69,221
28.27,1638.77,20.69,221
28.27,1637.33,20.75,222
28.27,1637.54,20.75,223
28.27,1636.10,20.81,224
28.27,1636.92,20.81,225
28.27,1635.49,20.88,226
28.27,1635.28,20.94,226
28.27,1635.69,20.94,227
28.27,1636.72,20.94,228
28.27,1634.67,21.00,229
28.27,1633.44,21.06,230
28.27,1634.26,21.06,231
28.27,1632.82,21.12,231
28.27,1631.18,21.12,232
28.28,1631.80,21.19,233
28.27,1630.37,21.25,234
28.28,1630.57,21.25,235
28.28,1631.59,21.31,236
28.28,1632.82,21.31,236
28.27,1634.88,21.31,237
28.27,1633.44,21.38,238
28.28,1632.00,21.44,239
28.28,1632.62,21.44,240
28.27,1631.39,21.50,241
28.28,1632.62,21.50,241
28.28,1632.21,21.56,242
28.28,1630.98,21.62,243
28.28,1630.98,21.62,244
28.28,1631.59,21.69,245
28.28,1630.57,21.75,245
28.28,1630.98,21.75,246
28.28,1633.64,21.75,247
28.28,1631.59,21.81,248
28.27,1632.82,21.81,249
28.27,1633.03,21.88,250
28.28,1631.59,21.94,250
28.28,1630.77,21.94,251
28.28,1631.39,22.00,252
28.27,1632.21,22.00,253
28.27,1633.64,22.00,254
28.28,1631.59,22.06,255
28.28,1629.75,22.12,255
28.28,1625.44,22.12,256
28.29,1622.98,22.12,257
28.28,1624.42,22.12,258
28.28,1623.60,22.12,259
28.28,1625.85,22.12,260
28.28,1628.93,22.19,260
28.28,1624.01,22.25,261
28.28,1626.26,22.19,262
28.28,1627.90,22.19,263
28.28,1626.88,22.19,264
28.28,1630.37,22.19,265
28.27,1636.72,22.19,265
28.27,1637.74,22.12,266
28.27,1636.10,22.06,267
28.28,1630.16,22.12,268
28.28,1627.70,22.12,269
28.28,1626.88,22.12,270
28.28,1627.49,22.12,270
28.28,1631.59,22.12,271
28.27,1636.51,22.12,272
28.26,1639.38,22.12,273
28.28,1632.62,22.06,274
28.28,1633.64,22.12,275
28.27,1638.97,22.12,275
28.27,1642.46,22.12,276
28.26,1642.66,22.12,277
28.26,1643.89,22.12,278
28.26,1640.20,22.19,279
28.27,1640.62,22.19,280
28.27,1641.23,22.19,280
28.27,1640.62,22.19,281
28.27,1640.82,22.19,282
28.27,1641.43,22.19,283
28.27,1641.02,22.19,284
28.27,1642.05,22.19,285
28.27,1642.46,22.19,285
28.26,1642.46,22.19,286
28.26,1645.53,22.19,287
28.26,1642.05,22.25,288
28.26,1642.25,22.25,289
28.27,1642.25,22.19,289
28.26,1642.87,22.19,290
28.27,1642.05,22.25,291
28.27,1640.82,22.25,292
28.27,1640.62,22.25,293
28.27,1641.64,22.25,294
28.26,1642.87,22.25,294
28.27,1643.48,22.25,295
28.26,1640.41,22.25,296
28.27,1642.05,22.25,297
28.27,1642.46,22.25,298
28.27,1641.02,22.25,299
28.27,1643.07,22.25,299
28.26,1643.28,22.19,300
28.26,1642.87,22.19,301
28.27,1642.66,22.19,302
28.26,1643.69,22.19,303
28.26,1644.51,22.12,304
28.26,1643.07,22.19,304
28.27,1640.62,22.19,305
28.27,1633.03,22.19,306
28.27,1631.80,22.19,307
28.27,1640.62,22.19,308
28.26,1640.00,22.31,309
28.27,1640.62,22.31,309
28.27,1639.18,22.31,310
28.27,1636.10,22.44,311
28.27,1636.92,22.69,312
	
Pascals(in/Hg),Altitude(ft),Temperature(*C),Time(s)
28.30,1604.53,22.38,0
28.30,1602.69,22.44,1
28.31,1602.48,22.44,2
	
Pascals(in/Hg),Altitude(ft),Temperature(*C),Time(s)
28.29,1615.60,23.38,0
28.29,1615.60,23.38,1
28.29,1616.83,23.38,2
28.29,1618.06,23.44,3
28.29,1616.01,23.44,4
28.29,1616.63,23.44,5
28.29,1616.01,23.50,5
28.29,1616.01,23.56,6
28.29,1614.78,23.62,7
28.29,1614.58,23.62,8
28.29,1613.96,23.69,9
28.29,1616.83,23.75,9
28.29,1619.50,24.19,10
28.29,1615.81,24.19,11
28.29,1613.96,24.12,12
28.29,1616.01,24.06,13
28.29,1617.04,24.00,14
28.29,1616.63,24.00,14
28.29,1614.58,24.06,15
28.29,1614.99,24.12,16
28.29,1617.04,24.12,17
28.29,1615.19,24.12,18
28.29,1613.76,24.19,19
28.29,1615.60,24.19,19
28.29,1616.01,24.19,20
28.29,1615.60,24.19,21
28.29,1615.19,24.25,22
28.29,1614.58,24.31,23
28.29,1615.19,24.31,24
28.29,1616.83,24.31,24
28.29,1616.63,24.31,25
28.29,1614.17,24.38,26
28.29,1617.45,24.38,27
28.29,1616.83,24.44,28
28.29,1615.60,24.50,29
28.29,1615.40,24.50,29
28.29,1616.42,24.50,30
28.29,1616.42,24.56,31
28.29,1615.60,24.56,32
28.29,1616.01,24.62,33
28.29,1616.01,24.62,34
28.29,1616.01,24.62,34
28.29,1615.81,24.69,35
28.29,1615.60,24.69,36
28.29,1616.01,24.69,37
28.29,1617.04,24.69,38
28.29,1614.38,24.75,39
28.29,1614.78,24.75,39
	
Pascals(in/Hg),Altitude(ft),Temperature(*C),Time(s)
28.29,1615.81,24.75,0
28.29,1616.63,24.75,1
28.29,1616.22,24.75,2
28.29,1613.55,24.81,3
28.30,1612.12,24.88,4
28.30,1612.53,24.88,5
28.29,1613.55,24.88,6
28.29,1614.38,24.81,7
28.29,1614.17,24.81,8
28.29,1612.12,24.88,9
28.29,1613.96,24.81,10
28.29,1615.60,24.81,10
28.29,1613.96,24.81,11
28.29,1614.17,24.81,12
28.29,1614.17,24.75,13
28.29,1615.60,24.75,14
28.29,1614.58,24.75,15
	
Pascals(in/Hg),Altitude(ft),Temperature(*C),Time(s)
28.28,1627.90,28.56,0
28.28,1627.70,28.50,1
28.28,1626.47,28.44,2
28.28,1625.24,28.38,3
28.28,1625.65,28.31,4
28.28,1626.88,28.25,5
28.28,1626.26,28.25,6
	
Pascals(in/Hg),Altitude(ft),Temperature(*C),Time(s)
28.28,1626.67,27.81,1
28.28,1627.49,27.81,1
28.28,1627.90,27.81,2
28.28,1629.13,27.75,3
28.28,1630.16,27.75,4
28.28,1632.00,27.69,5
28.28,1631.59,27.69,6
28.27,1632.21,27.69,7
28.28,1632.62,27.62,8
28.27,1634.46,27.56,9
28.27,1635.28,27.56,10
28.27,1636.51,27.50,10
28.27,1635.90,27.44,11
28.27,1633.85,27.50,12
28.27,1634.88,27.44,13
28.27,1634.46,27.44,14
28.27,1632.82,27.44,15
28.27,1634.26,27.38,16
28.27,1633.44,27.31,17
28.27,1634.88,27.31,18
28.27,1636.10,27.25,19
28.27,1635.28,27.19,20
28.27,1635.08,27.19,20
28.27,1633.64,27.12,21
28.27,1633.44,27.06,22
28.27,1631.80,27.06,23
28.27,1632.41,27.06,24
28.27,1633.23,27.00,25
28.27,1634.05,26.94,26
28.27,1634.46,26.94,27
28.27,1634.88,26.88,28
28.27,1633.03,26.88,29
28.27,1633.85,26.88,30
28.27,1632.62,26.81,30
28.27,1633.64,26.81,31
28.27,1633.03,26.81,32
28.27,1633.03,26.75,33
28.27,1633.44,26.75,34
28.27,1634.46,26.69,35
28.27,1632.62,26.69,36
28.27,1633.03,26.69,37
28.27,1636.51,26.62,38
28.27,1642.87,26.38,39
28.26,1647.38,26.06,39
28.25,1660.50,25.69,40
28.24,1671.57,25.38,41
28.23,1683.05,25.06,42
28.21,1696.58,24.75,43
28.20,1708.26,24.38,44
28.19,1722.62,24.06,45
28.18,1730.61,23.81,46
28.17,1733.68,23.50,47
28.17,1739.01,23.19,48
28.16,1751.31,22.94,49
28.15,1752.34,22.62,49
28.15,1748.65,22.31,50
28.16,1747.62,22.00,51
28.15,1753.16,21.69,52
28.15,1758.08,21.44,53
28.15,1756.23,21.19,54
28.15,1752.13,20.94,55
28.15,1747.01,20.62,56
28.16,1747.01,20.38,57
28.15,1756.03,20.12,58
28.14,1763.00,20.00,59
28.14,1763.20,19.81,59
28.14,1758.69,19.62,60
28.15,1756.23,19.44,61
28.15,1753.98,19.25,62
28.15,1750.08,19.06,63
28.15,1750.29,18.88,64
28.15,1748.85,18.75,65
28.16,1740.65,18.62,66
28.16,1739.22,18.50,67
28.16,1740.04,18.38,68
28.17,1735.94,18.25,68
28.16,1740.86,18.12,69
28.16,1748.65,18.00,70
28.15,1752.95,17.88,71
28.15,1752.95,17.81,72
28.15,1751.93,17.69,73
28.15,1749.06,17.56,74
28.16,1746.39,17.44,75
28.16,1749.47,17.38,76
28.15,1750.90,17.25,77
28.15,1749.47,17.19,78
28.16,1743.73,17.12,79
28.16,1743.32,17.00,79
28.16,1744.34,16.94,80
28.16,1749.88,16.88,81
28.15,1753.57,16.81,82
28.15,1756.23,16.69,83
28.15,1757.26,16.69,84
28.14,1760.74,16.56,85
28.14,1759.10,16.56,86
28.14,1756.23,16.50,87
28.15,1750.90,16.50,88
28.16,1747.42,16.44,88
28.16,1744.14,16.38,89
28.16,1746.39,16.31,90
28.16,1749.47,16.31,91
28.15,1749.06,16.31,92
28.16,1749.47,16.25,93
28.15,1759.51,16.25,94
28.14,1767.51,16.19,95
28.14,1764.23,16.19,96
28.14,1757.67,16.19,97
28.15,1758.90,16.19,98
28.14,1769.56,16.12,99
28.13,1773.45,16.12,99
28.13,1770.79,16.06,100
28.13,1764.84,16.06,101
28.14,1759.31,16.06,102
28.15,1758.49,16.00,103
28.14,1758.49,16.00,104
28.14,1759.92,15.94,105
28.15,1754.59,15.94,106
28.15,1747.21,15.94,107
28.16,1741.88,15.88,108
28.16,1745.57,15.88,108
28.15,1747.83,15.88,109
28.15,1745.98,15.81,110
28.16,1747.83,15.81,111
28.15,1754.59,15.81,112
28.14,1761.36,15.75,113
28.14,1764.84,15.75,114
28.14,1765.66,15.75,115
28.14,1764.43,15.75,116
28.14,1762.59,15.75,117
28.14,1761.15,15.75,118
28.14,1760.74,15.75,118
28.14,1761.77,15.75,119
28.14,1763.82,15.69,120
28.14,1765.25,15.75,121
28.13,1769.56,15.75,122
28.13,1775.50,15.75,123
28.12,1780.63,15.75,124
28.12,1783.09,15.75,125
28.12,1777.96,15.69,126
28.13,1772.84,15.75,127
28.13,1768.94,15.75,127
28.14,1767.92,15.75,128
28.13,1770.38,15.75,129
28.13,1775.50,15.75,130
28.12,1778.17,15.75,131
28.13,1774.27,15.75,132
28.13,1767.30,15.69,133
28.14,1765.46,15.69,134
28.14,1762.18,15.69,135
28.15,1757.46,15.69,136
28.15,1755.00,15.69,137
28.15,1756.23,15.69,137
28.15,1757.46,15.69,138
28.15,1756.85,15.62,139
28.15,1752.34,15.62,140
28.16,1740.86,15.62,141
28.16,1738.81,15.62,142
28.16,1748.03,15.62,143
28.15,1753.98,15.62,144
28.15,1752.54,15.62,145
28.15,1750.49,15.56,146
28.15,1750.08,15.56,147
28.15,1750.90,15.56,147
28.15,1754.18,15.56,148
28.15,1757.26,15.56,149
28.15,1758.49,15.56,150
28.15,1758.08,15.56,151
28.15,1758.08,15.62,152
28.14,1759.92,15.62,153
28.14,1760.33,15.62,154
28.15,1754.39,15.69,155
28.15,1748.03,15.69,156
28.16,1747.01,15.75,157
28.16,1747.83,15.75,157
28.15,1750.49,15.75,158
28.15,1753.77,15.75,159
28.15,1756.44,15.75,160
28.14,1759.51,15.75,161
28.14,1762.18,15.75,162
28.14,1765.46,15.81,163
28.14,1766.28,15.75,164
28.14,1766.69,15.75,165
28.14,1767.51,15.75,166
28.14,1766.89,15.75,166
28.14,1763.41,15.75,167
28.14,1760.13,15.75,168
28.14,1763.41,15.75,169
28.14,1759.92,15.69,170
28.14,1758.69,15.69,171
28.14,1764.84,15.69,172
28.14,1766.69,15.69,173
28.14,1763.00,15.69,174
28.14,1761.15,15.69,175
28.14,1764.02,15.69,176
28.14,1764.64,15.62,176
28.14,1762.79,15.62,177
28.14,1762.59,15.62,178
28.14,1761.36,15.69,179
28.14,1763.61,15.69,180
28.14,1761.56,15.69,181
28.14,1762.59,15.69,182
28.14,1765.87,15.69,183
28.14,1765.05,15.75,184
28.14,1762.79,15.75,185
28.14,1758.69,15.69,186
28.15,1755.41,15.75,186
28.15,1749.88,15.75,187
28.16,1746.39,15.75,188
28.16,1749.06,15.75,189
28.15,1759.51,15.75,190
28.14,1760.33,15.81,191
28.15,1754.59,15.81,192
28.15,1746.60,15.75,193
28.16,1753.37,15.75,194
28.14,1759.51,15.75,195
28.15,1756.85,15.75,196
28.15,1756.03,15.75,196
28.15,1758.69,15.75,197
28.14,1760.33,15.75,198
28.14,1758.08,15.75,199
28.15,1755.82,15.75,200
28.15,1756.23,15.75,201
28.15,1758.69,15.75,202
28.14,1760.33,15.69,203
28.14,1756.64,15.69,204
28.15,1745.98,15.69,205
28.16,1740.04,15.69,205
28.16,1740.86,15.69,206
28.16,1742.29,15.69,207
28.16,1747.62,15.69,208
28.15,1751.11,15.69,209
28.15,1750.49,15.69,210
28.16,1744.34,15.69,211
28.16,1741.27,15.75,212
28.16,1739.22,15.75,213
28.17,1734.91,15.81,214
28.17,1728.56,15.81,215
28.18,1725.28,15.81,215
28.18,1723.84,15.81,216
28.18,1722.82,15.81,217
28.18,1719.54,15.81,218
28.19,1714.62,15.81,219
28.19,1719.13,15.81,220
28.18,1717.69,15.81,221
28.19,1713.80,15.81,222
28.20,1705.39,15.81,223
28.20,1704.57,15.75,224
28.20,1700.06,15.81,224
28.20,1698.63,15.81,225
28.21,1697.40,15.81,226
28.21,1694.73,15.75,227
28.21,1690.84,15.81,228
28.21,1690.84,15.81,229
28.21,1697.19,15.81,230
28.21,1699.86,15.81,231
28.20,1699.86,15.75,232
28.20,1701.91,15.81,233
28.20,1708.06,15.81,234
28.20,1708.67,15.81,235
28.19,1707.44,15.81,235
28.20,1698.83,15.81,236
28.21,1690.63,15.81,237
28.22,1683.87,15.88,238
28.22,1680.38,15.88,239
28.23,1681.20,15.88,240
28.23,1678.13,15.88,241
28.23,1666.24,15.94,242
28.24,1654.35,15.94,243
28.26,1647.99,15.94,244
28.26,1643.07,16.00,244
28.26,1640.20,16.00,245
28.27,1640.82,16.00,246
28.27,1632.21,16.25,247
28.28,1633.44,16.19,248
28.27,1633.03,16.19,249
28.27,1632.62,16.25,250
28.27,1633.44,16.25,251
28.27,1634.67,16.25,252
28.27,1633.03,16.25,253
28.27,1633.85,16.25,254
28.27,1632.21,16.31,254
28.27,1634.46,16.31,255
28.27,1633.64,16.38,256
28.27,1635.49,16.38,257
28.27,1634.67,16.38,258
28.27,1635.28,16.38,259
28.27,1635.49,16.44,260
28.27,1634.46,16.44,261
28.27,1636.31,16.44,262
28.27,1635.49,16.50,263
28.27,1636.51,16.50,263
28.27,1637.95,16.50,264
28.27,1636.92,16.56,265
28.27,1639.79,16.56,266
28.27,1640.20,16.62,267
28.27,1639.59,16.62,268
28.26,1640.41,16.62,269
28.27,1641.23,16.69,270
28.27,1640.62,16.69,271
28.26,1642.05,16.69,272
28.26,1642.46,16.75,273
28.26,1642.25,16.75,274
28.26,1641.23,16.81,274
28.26,1642.66,16.81,275
28.26,1642.25,16.88,276
28.26,1642.46,16.88,277
28.26,1642.46,16.94,278
28.27,1643.07,17.00,279
28.26,1642.46,17.06,280
28.26,1642.05,17.06,281
28.26,1642.05,17.12,282
28.26,1641.23,17.25,283
28.26,1641.02,17.31,283
28.27,1641.64,17.31,284
28.26,1640.82,17.44,285
28.26,1641.23,17.44,286
28.27,1641.02,17.56,287
28.26,1643.69,17.56,288
28.26,1641.84,17.69,289
28.26,1643.69,17.75,290
28.26,1643.89,17.81,291
28.26,1642.87,17.88,292
28.26,1642.05,17.94,293
28.26,1641.84,18.00,293
28.27,1639.59,18.12,294
28.27,1640.41,18.19,295
28.27,1640.62,18.25,296
28.27,1640.82,18.31,297
28.26,1642.66,18.38,298
28.26,1643.48,18.44,299
28.26,1643.07,18.56,300
28.26,1641.43,18.62,301
28.26,1641.84,18.69,302
28.27,1642.46,18.69,303
28.27,1641.02,18.81,303
28.27,1641.02,18.88,304
28.26,1642.05,18.88,305
28.27,1640.62,19.00,306
28.27,1641.02,19.00,307
28.27,1639.59,19.12,308
